sales_date,region_name,province,city,product_id,product_name,product_category,brand,outlet_id,outlet_name,outlet_type,channel_id,channel_name,customer_segment,sales_amount,sales_qty,transaction_count,avg_selling_price
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,18.494,78,29,237102.56
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,40.461,183,48,221098.36
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,33.615,146,41,230239.73
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,25.502,124,47,205661.29
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,17.029,79,27,215556.96
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,35.895,180,69,199416.67
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,34.432,175,56,196754.29
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,20.09,105,31,191333.33
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,15.53,64,19,242656.25
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O002,Bandung Health Mart,Retail,C01,General Trade,Consumer Health,51.782,258,77,200705.43
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O002,Bandung Health Mart,Retail,C02,Modern Trade,Consumer Health,50.923,228,67,223346.49
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O002,Bandung Health Mart,Retail,C03,E-commerce,Consumer Health,32.086,173,63,185468.21
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O002,Bandung Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,22.293,111,29,200837.84
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O002,Bandung Health Mart,Retail,C01,General Trade,Consumer Health,62.306,296,92,210493.24
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O002,Bandung Health Mart,Retail,C02,Modern Trade,Consumer Health,52.7,246,62,214227.64
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O002,Bandung Health Mart,Retail,C03,E-commerce,Consumer Health,39.071,155,40,252070.97
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O002,Bandung Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,26.79,134,44,199925.37
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C01,General Trade,Consumer Health,48.442,258,67,187759.69
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C02,Modern Trade,Consumer Health,40.505,186,67,217768.82
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C03,E-commerce,Consumer Health,31.298,162,54,193197.53
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,20.102,95,34,211600.0
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C01,General Trade,Consumer Health,42.275,193,72,219041.45
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C02,Modern Trade,Consumer Health,35.06,188,50,186489.36
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C03,E-commerce,Consumer Health,23.235,97,28,239536.08
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,15.185,75,20,202466.67
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O002,Bandung Health Mart,Retail,C01,General Trade,Consumer Health,34.438,157,47,219350.32
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O002,Bandung Health Mart,Retail,C02,Modern Trade,Consumer Health,30.83,160,51,192687.5
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O002,Bandung Health Mart,Retail,C03,E-commerce,Consumer Health,20.73,96,26,215937.5
2024-01-01,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O002,Bandung Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,13.992,60,15,233200.0
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P001,Tempra,Fever & Pain,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,52.99,206,81,257233.01
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P001,Tempra,Fever & Pain,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,49.049,232,92,211418.1
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P001,Tempra,Fever & Pain,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,34.369,133,51,258413.53
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P001,Tempra,Fever & Pain,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,20.23,87,26,232528.74
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,60.131,241,61,249506.22
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,56.245,256,69,219707.03
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,40.03,164,61,244085.37
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,25.159,112,34,224633.93
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P003,Hemaviton C1000,Vitamin,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,51.127,259,97,197401.54
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P003,Hemaviton C1000,Vitamin,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,39.895,185,68,215648.65
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P003,Hemaviton C1000,Vitamin,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,27.082,122,32,221983.61
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P003,Hemaviton C1000,Vitamin,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,17.897,91,24,196670.33
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P004,Vidoran Smart,Multivitamin,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,45.594,234,59,194846.15
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P004,Vidoran Smart,Multivitamin,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,39.121,201,73,194631.84
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P004,Vidoran Smart,Multivitamin,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,24.442,101,32,242000.0
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P004,Vidoran Smart,Multivitamin,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,15.118,66,16,229060.61
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P005,Marina Skin Care,Skin Care,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,38.665,192,52,201380.21
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P005,Marina Skin Care,Skin Care,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,33.398,152,54,219723.68
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P005,Marina Skin Care,Skin Care,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,20.756,80,22,259450.0
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P005,Marina Skin Care,Skin Care,Tempo Scan,O003,Bekasi Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,13.574,58,22,234034.48
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P001,Tempra,Fever & Pain,Tempo Scan,O004,Bekasi Health Mart,Retail,C01,General Trade,Consumer Health,59.741,242,61,246863.64
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P001,Tempra,Fever & Pain,Tempo Scan,O004,Bekasi Health Mart,Retail,C02,Modern Trade,Consumer Health,44.45,182,53,244230.77
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P001,Tempra,Fever & Pain,Tempo Scan,O004,Bekasi Health Mart,Retail,C03,E-commerce,Consumer Health,34.153,142,52,240514.08
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P001,Tempra,Fever & Pain,Tempo Scan,O004,Bekasi Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,24.064,100,29,240640.0
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O004,Bekasi Health Mart,Retail,C01,General Trade,Consumer Health,60.725,295,99,205847.46
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O004,Bekasi Health Mart,Retail,C02,Modern Trade,Consumer Health,52.858,211,60,250511.85
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O004,Bekasi Health Mart,Retail,C03,E-commerce,Consumer Health,37.388,197,50,189786.8
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O004,Bekasi Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,23.007,110,32,209154.55
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P003,Hemaviton C1000,Vitamin,Tempo Scan,O004,Bekasi Health Mart,Retail,C01,General Trade,Consumer Health,46.09,194,49,237577.32
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P003,Hemaviton C1000,Vitamin,Tempo Scan,O004,Bekasi Health Mart,Retail,C02,Modern Trade,Consumer Health,45.756,238,77,192252.1
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P003,Hemaviton C1000,Vitamin,Tempo Scan,O004,Bekasi Health Mart,Retail,C03,E-commerce,Consumer Health,26.933,138,38,195166.67
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P003,Hemaviton C1000,Vitamin,Tempo Scan,O004,Bekasi Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,19.995,107,30,186869.16
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P004,Vidoran Smart,Multivitamin,Tempo Scan,O004,Bekasi Health Mart,Retail,C01,General Trade,Consumer Health,38.168,198,68,192767.68
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P004,Vidoran Smart,Multivitamin,Tempo Scan,O004,Bekasi Health Mart,Retail,C02,Modern Trade,Consumer Health,38.857,193,70,201331.61
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P004,Vidoran Smart,Multivitamin,Tempo Scan,O004,Bekasi Health Mart,Retail,C03,E-commerce,Consumer Health,23.442,96,31,244187.5
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P004,Vidoran Smart,Multivitamin,Tempo Scan,O004,Bekasi Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,17.204,88,27,195500.0
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P005,Marina Skin Care,Skin Care,Tempo Scan,O004,Bekasi Health Mart,Retail,C01,General Trade,Consumer Health,39.778,157,50,253363.06
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P005,Marina Skin Care,Skin Care,Tempo Scan,O004,Bekasi Health Mart,Retail,C02,Modern Trade,Consumer Health,30.905,117,31,264145.3
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P005,Marina Skin Care,Skin Care,Tempo Scan,O004,Bekasi Health Mart,Retail,C03,E-commerce,Consumer Health,22.601,95,26,237905.26
2024-01-01,Jawa Barat,Jawa Barat,Bekasi,P005,Marina Skin Care,Skin Care,Tempo Scan,O004,Bekasi Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,15.035,67,26,224402.99
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P001,Tempra,Fever & Pain,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,70.255,332,121,211611.45
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P001,Tempra,Fever & Pain,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,52.993,227,58,233449.34
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P001,Tempra,Fever & Pain,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,41.243,213,55,193629.11
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P001,Tempra,Fever & Pain,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,24.812,104,39,238576.92
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,73.847,353,129,209198.3
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,71.066,368,92,193114.13
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,47.265,246,96,192134.15
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,31.527,136,34,231816.18
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P003,Hemaviton C1000,Vitamin,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,61.012,242,63,252115.7
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P003,Hemaviton C1000,Vitamin,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,53.769,223,59,241116.59
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P003,Hemaviton C1000,Vitamin,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,33.845,145,39,233413.79
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P003,Hemaviton C1000,Vitamin,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,21.821,83,29,262903.61
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P004,Vidoran Smart,Multivitamin,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,44.704,225,74,198684.44
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P004,Vidoran Smart,Multivitamin,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,42.616,208,55,204884.62
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P004,Vidoran Smart,Multivitamin,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,27.948,107,28,261196.26
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P004,Vidoran Smart,Multivitamin,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,18.632,88,22,211727.27
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P005,Marina Skin Care,Skin Care,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,42.263,201,61,210263.68
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P005,Marina Skin Care,Skin Care,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,37.297,176,61,211914.77
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P005,Marina Skin Care,Skin Care,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,27.042,102,26,265117.65
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P005,Marina Skin Care,Skin Care,Tempo Scan,O005,Surabaya Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,17.695,87,24,203390.8
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P001,Tempra,Fever & Pain,Tempo Scan,O006,Surabaya Health Mart,Retail,C01,General Trade,Consumer Health,60.185,292,97,206113.01
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P001,Tempra,Fever & Pain,Tempo Scan,O006,Surabaya Health Mart,Retail,C02,Modern Trade,Consumer Health,55.129,284,79,194116.2
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P001,Tempra,Fever & Pain,Tempo Scan,O006,Surabaya Health Mart,Retail,C03,E-commerce,Consumer Health,37.382,160,51,233637.5
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P001,Tempra,Fever & Pain,Tempo Scan,O006,Surabaya Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,25.825,110,40,234772.73
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O006,Surabaya Health Mart,Retail,C01,General Trade,Consumer Health,72.26,337,134,214421.36
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O006,Surabaya Health Mart,Retail,C02,Modern Trade,Consumer Health,62.651,281,83,222957.3
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O006,Surabaya Health Mart,Retail,C03,E-commerce,Consumer Health,45.876,208,65,220557.69
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O006,Surabaya Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,28.379,129,33,219992.25
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P003,Hemaviton C1000,Vitamin,Tempo Scan,O006,Surabaya Health Mart,Retail,C01,General Trade,Consumer Health,55.201,268,78,205973.88
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P003,Hemaviton C1000,Vitamin,Tempo Scan,O006,Surabaya Health Mart,Retail,C02,Modern Trade,Consumer Health,46.091,245,85,188126.53
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P003,Hemaviton C1000,Vitamin,Tempo Scan,O006,Surabaya Health Mart,Retail,C03,E-commerce,Consumer Health,32.822,167,61,196538.92
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P003,Hemaviton C1000,Vitamin,Tempo Scan,O006,Surabaya Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,20.984,112,32,187357.14
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P004,Vidoran Smart,Multivitamin,Tempo Scan,O006,Surabaya Health Mart,Retail,C01,General Trade,Consumer Health,47.781,212,77,225382.08
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P004,Vidoran Smart,Multivitamin,Tempo Scan,O006,Surabaya Health Mart,Retail,C02,Modern Trade,Consumer Health,44.132,230,60,191878.26
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P004,Vidoran Smart,Multivitamin,Tempo Scan,O006,Surabaya Health Mart,Retail,C03,E-commerce,Consumer Health,31.154,157,55,198433.12
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P004,Vidoran Smart,Multivitamin,Tempo Scan,O006,Surabaya Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,20.757,101,31,205514.85
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P005,Marina Skin Care,Skin Care,Tempo Scan,O006,Surabaya Health Mart,Retail,C01,General Trade,Consumer Health,46.958,212,57,221500.0
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P005,Marina Skin Care,Skin Care,Tempo Scan,O006,Surabaya Health Mart,Retail,C02,Modern Trade,Consumer Health,39.453,212,62,186099.06
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P005,Marina Skin Care,Skin Care,Tempo Scan,O006,Surabaya Health Mart,Retail,C03,E-commerce,Consumer Health,28.294,147,42,192476.19
2024-01-01,Jawa Timur,Jawa Timur,Surabaya,P005,Marina Skin Care,Skin Care,Tempo Scan,O006,Surabaya Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,18.33,84,22,218214.29
2024-01-01,Jawa Tengah,Jawa Tengah,Semarang,P001,Tempra,Fever & Pain,Tempo Scan,O007,Semarang Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,50.408,259,88,194625.48
2024-01-01,Jawa Tengah,Jawa Tengah,Semarang,P001,Tempra,Fever & Pain,Tempo Scan,O007,Semarang Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,44.049,201,70,219149.25
2024-01-01,Jawa Tengah,Jawa Tengah,Semarang,P001,Tempra,Fever & Pain,Tempo Scan,O007,Semarang Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,28.036,138,48,203159.42
2024-01-01,Jawa Tengah,Jawa Tengah,Semarang,P001,Tempra,Fever & Pain,Tempo Scan,O007,Semarang Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,18.566,97,37,191402.06
2024-01-01,Jawa Tengah,Jawa Tengah,Semarang,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O007,Semarang Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,56.975,280,107,203482.14
2024-01-01,Jawa Tengah,Jawa Tengah,Semarang,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O007,Semarang Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,46.812,218,69,214733.94
2024-01-01,Jawa Tengah,Jawa Tengah,Semarang,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O007,Semarang Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,30.53,136,35,224485.29
2024-01-01,Jawa Tengah,Jawa Tengah,Semarang,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O007,Semarang Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,22.308,109,28,204660.55
