sales_month,region_name,product_name,channel_name,sales_amount
2022-05-01,Jawa Barat,Tempra,Hospitals & Institutions,2819.942
2022-05-01,Jawa Barat,Bodrex Flu & Batuk,General Trade,8072.818
2022-05-01,Jawa Barat,Bodrex Flu & Batuk,Modern Trade,6873.883
2022-05-01,Jawa Barat,Bodrex Flu & Batuk,E-commerce,4582.559
2022-05-01,Jawa Barat,Bodrex Flu & Batuk,Hospitals & Institutions,3088.292
2022-05-01,Jawa Barat,Hemaviton C1000,General Trade,6154.924
2022-05-01,Jawa Barat,Hemaviton C1000,Modern Trade,5263.631
2022-05-01,Jawa Barat,Hemaviton C1000,E-commerce,3560.818
2022-05-01,Jawa Barat,Hemaviton C1000,Hospitals & Institutions,2486.721
2022-05-01,Jawa Barat,Vidoran Smart,General Trade,5094.763
2022-05-01,Jawa Barat,Vidoran Smart,Modern Trade,4529.183
2022-05-01,Jawa Barat,Vidoran Smart,E-commerce,3117.883
2022-05-01,Jawa Barat,Vidoran Smart,Hospitals & Institutions,2054.982
2022-05-01,Jawa Barat,Marina Skin Care,General Trade,4676.726
2022-05-01,Jawa Barat,Marina Skin Care,Modern Trade,4114.092
2022-05-01,Jawa Barat,Marina Skin Care,E-commerce,2759.782
2022-05-01,Jawa Barat,Marina Skin Care,Hospitals & Institutions,1837.288
2022-05-01,Jawa Timur,Tempra,General Trade,4054.832
2022-05-01,Jawa Timur,Tempra,Modern Trade,3562.067
2022-05-01,Jawa Timur,Tempra,E-commerce,2334.606
2022-05-01,Jawa Timur,Tempra,Hospitals & Institutions,1619.331
2022-05-01,Jawa Timur,Bodrex Flu & Batuk,General Trade,4717.722
2022-05-01,Jawa Timur,Bodrex Flu & Batuk,Modern Trade,4124.415
2022-05-01,Jawa Timur,Bodrex Flu & Batuk,E-commerce,2780.353
2022-05-01,Jawa Timur,Bodrex Flu & Batuk,Hospitals & Institutions,1824.172
2022-05-01,Jawa Timur,Hemaviton C1000,General Trade,3635.995
2022-05-01,Jawa Timur,Hemaviton C1000,Modern Trade,3115.317
2022-05-01,Jawa Timur,Hemaviton C1000,E-commerce,2070.547
2022-05-01,Jawa Timur,Hemaviton C1000,Hospitals & Institutions,1437.05
2022-05-01,Jawa Timur,Vidoran Smart,General Trade,2972.251
2022-05-01,Jawa Timur,Vidoran Smart,Modern Trade,2630.37
2022-05-01,Jawa Timur,Vidoran Smart,E-commerce,1826.987
2022-05-01,Jawa Timur,Vidoran Smart,Hospitals & Institutions,1214.796
2022-05-01,Jawa Timur,Marina Skin Care,General Trade,2708.579
2022-05-01,Jawa Timur,Marina Skin Care,Modern Trade,2287.045
2022-05-01,Jawa Timur,Marina Skin Care,E-commerce,1579.789
2022-05-01,Jawa Timur,Marina Skin Care,Hospitals & Institutions,1059.479
2022-05-01,Jawa Tengah,Tempra,General Trade,2920.329
2022-05-01,Jawa Tengah,Tempra,Modern Trade,2621.188
2022-05-01,Jawa Tengah,Tempra,E-commerce,1790.775
2022-05-01,Jawa Tengah,Tempra,Hospitals & Institutions,1188.671
2022-05-01,Jawa Tengah,Bodrex Flu & Batuk,General Trade,3432.027
2022-05-01,Jawa Tengah,Bodrex Flu & Batuk,Modern Trade,2985.952
2022-05-01,Jawa Tengah,Bodrex Flu & Batuk,E-commerce,1951.592
2022-05-01,Jawa Tengah,Bodrex Flu & Batuk,Hospitals & Institutions,1395.499
2022-05-01,Jawa Tengah,Hemaviton C1000,General Trade,2664.105
2022-05-01,Jawa Tengah,Hemaviton C1000,Modern Trade,2202.324
2022-05-01,Jawa Tengah,Hemaviton C1000,E-commerce,1564.283
2022-05-01,Jawa Tengah,Hemaviton C1000,Hospitals & Institutions,1044.5
2022-05-01,Jawa Tengah,Vidoran Smart,General Trade,2170.415
2022-05-01,Jawa Tengah,Vidoran Smart,Modern Trade,1879.824
2022-05-01,Jawa Tengah,Vidoran Smart,E-commerce,1306.235
2022-05-01,Jawa Tengah,Vidoran Smart,Hospitals & Institutions,878.744
2022-05-01,Jawa Tengah,Marina Skin Care,General Trade,1968.987
2022-05-01,Jawa Tengah,Marina Skin Care,Modern Trade,1679.122
2022-05-01,Jawa Tengah,Marina Skin Care,E-commerce,1186.711
2022-05-01,Jawa Tengah,Marina Skin Care,Hospitals & Institutions,810.185
2022-05-01,Sumatera,Tempra,General Trade,2491.937
2022-05-01,Sumatera,Tempra,Modern Trade,2144.166
2022-05-01,Sumatera,Tempra,E-commerce,1504.998
2022-05-01,Sumatera,Tempra,Hospitals & Institutions,994.138
2022-05-01,Sumatera,Bodrex Flu & Batuk,General Trade,2858.267
2022-05-01,Sumatera,Bodrex Flu & Batuk,Modern Trade,2477.465
2022-05-01,Sumatera,Bodrex Flu & Batuk,E-commerce,1679.511
2022-05-01,Sumatera,Bodrex Flu & Batuk,Hospitals & Institutions,1165.363
2022-05-01,Sumatera,Hemaviton C1000,General Trade,2131.025
2022-05-01,Sumatera,Hemaviton C1000,Modern Trade,1893.965
2022-05-01,Sumatera,Hemaviton C1000,E-commerce,1254.523
2022-05-01,Sumatera,Hemaviton C1000,Hospitals & Institutions,860.102
2022-05-01,Sumatera,Vidoran Smart,General Trade,1849.64
2022-05-01,Sumatera,Vidoran Smart,Modern Trade,1600.352
2022-05-01,Sumatera,Vidoran Smart,E-commerce,1089.911
2022-05-01,Sumatera,Vidoran Smart,Hospitals & Institutions,740.193
2022-05-01,Sumatera,Marina Skin Care,General Trade,1650.565
2022-05-01,Sumatera,Marina Skin Care,Modern Trade,1409.935
2022-05-01,Sumatera,Marina Skin Care,E-commerce,960.459
2022-05-01,Sumatera,Marina Skin Care,Hospitals & Institutions,678.415
2022-05-01,Kalimantan,Tempra,General Trade,1891.479
2022-05-01,Kalimantan,Tempra,Modern Trade,1645.133
2022-05-01,Kalimantan,Tempra,E-commerce,1141.871
2022-05-01,Kalimantan,Tempra,Hospitals & Institutions,753.92
2022-05-01,Kalimantan,Bodrex Flu & Batuk,General Trade,2112.438
2022-05-01,Kalimantan,Bodrex Flu & Batuk,Modern Trade,1906.147
2022-05-01,Kalimantan,Bodrex Flu & Batuk,E-commerce,1305.238
2022-05-01,Kalimantan,Bodrex Flu & Batuk,Hospitals & Institutions,863.031
2022-05-01,Kalimantan,Hemaviton C1000,General Trade,1633.278
2022-05-01,Kalimantan,Hemaviton C1000,Modern Trade,1442.629
2022-05-01,Kalimantan,Hemaviton C1000,E-commerce,988.761
2022-05-01,Kalimantan,Hemaviton C1000,Hospitals & Institutions,653.86
2022-05-01,Kalimantan,Vidoran Smart,General Trade,1391.26
2022-05-01,Kalimantan,Vidoran Smart,Modern Trade,1189.716
2022-05-01,Kalimantan,Vidoran Smart,E-commerce,810.559
2022-05-01,Kalimantan,Vidoran Smart,Hospitals & Institutions,566.248
2022-05-01,Kalimantan,Marina Skin Care,General Trade,1257.638
2022-05-01,Kalimantan,Marina Skin Care,Modern Trade,1103.104
2022-05-01,Kalimantan,Marina Skin Care,E-commerce,745.96
2022-05-01,Kalimantan,Marina Skin Care,Hospitals & Institutions,514.572
2022-05-01,Sulawesi,Tempra,General Trade,1543.092
2022-05-01,Sulawesi,Tempra,Modern Trade,1407.748
2022-05-01,Sulawesi,Tempra,E-commerce,954.239
2022-05-01,Sulawesi,Tempra,Hospitals & Institutions,647.652
2022-05-01,Sulawesi,Bodrex Flu & Batuk,General Trade,1852.744
2022-05-01,Sulawesi,Bodrex Flu & Batuk,Modern Trade,1619.845
2022-05-01,Sulawesi,Bodrex Flu & Batuk,E-commerce,1074.682
2022-05-01,Sulawesi,Bodrex Flu & Batuk,Hospitals & Institutions,723.434
2022-05-01,Sulawesi,Hemaviton C1000,General Trade,1418.606
2022-05-01,Sulawesi,Hemaviton C1000,Modern Trade,1180.823
2022-05-01,Sulawesi,Hemaviton C1000,E-commerce,817.914
2022-05-01,Sulawesi,Hemaviton C1000,Hospitals & Institutions,563.903
2022-05-01,Sulawesi,Vidoran Smart,General Trade,1178.305
2022-05-01,Sulawesi,Vidoran Smart,Modern Trade,1053.182
2022-05-01,Sulawesi,Vidoran Smart,E-commerce,713.009
2022-05-01,Sulawesi,Vidoran Smart,Hospitals & Institutions,466.651
2022-05-01,Sulawesi,Marina Skin Care,General Trade,1083.021
2022-05-01,Sulawesi,Marina Skin Care,Modern Trade,935.515
2022-05-01,Sulawesi,Marina Skin Care,E-commerce,638.914
2022-05-01,Sulawesi,Marina Skin Care,Hospitals & Institutions,428.975
2022-06-01,Jawa Barat,Tempra,General Trade,6406.506
2022-06-01,Jawa Barat,Tempra,Modern Trade,5865.967
2022-06-01,Jawa Barat,Tempra,E-commerce,3765.765
2022-06-01,Jawa Barat,Tempra,Hospitals & Institutions,2692.102
2022-06-01,Jawa Barat,Bodrex Flu & Batuk,General Trade,7443.258
2022-06-01,Jawa Barat,Bodrex Flu & Batuk,Modern Trade,6432.996
2022-06-01,Jawa Barat,Bodrex Flu & Batuk,E-commerce,4519.326
2022-06-01,Jawa Barat,Bodrex Flu & Batuk,Hospitals & Institutions,3031.962
2022-06-01,Jawa Barat,Hemaviton C1000,General Trade,5827.047
2022-06-01,Jawa Barat,Hemaviton C1000,Modern Trade,4898.389
2022-06-01,Jawa Barat,Hemaviton C1000,E-commerce,3390.885
2022-06-01,Jawa Barat,Hemaviton C1000,Hospitals & Institutions,2245.739
2022-06-01,Jawa Barat,Vidoran Smart,General Trade,4964.63
2022-06-01,Jawa Barat,Vidoran Smart,Modern Trade,4320.475
2022-06-01,Jawa Barat,Vidoran Smart,E-commerce,2887.803
2022-06-01,Jawa Barat,Vidoran Smart,Hospitals & Institutions,1905.701
2022-06-01,Jawa Barat,Marina Skin Care,General Trade,4259.132
2022-06-01,Jawa Barat,Marina Skin Care,Modern Trade,3846.2
2022-06-01,Jawa Barat,Marina Skin Care,E-commerce,2514.929
2022-06-01,Jawa Barat,Marina Skin Care,Hospitals & Institutions,1730.13
2022-06-01,Jawa Timur,Tempra,General Trade,3921.113
2022-06-01,Jawa Timur,Tempra,Modern Trade,3452.582
2022-06-01,Jawa Timur,Tempra,E-commerce,2280.173
2022-06-01,Jawa Timur,Tempra,Hospitals & Institutions,1566.119
2022-06-01,Jawa Timur,Bodrex Flu & Batuk,General Trade,4359.929
2022-06-01,Jawa Timur,Bodrex Flu & Batuk,Modern Trade,3901.817
2022-06-01,Jawa Timur,Bodrex Flu & Batuk,E-commerce,2563.156
2022-06-01,Jawa Timur,Bodrex Flu & Batuk,Hospitals & Institutions,1799.076
2022-06-01,Jawa Timur,Hemaviton C1000,General Trade,3286.553
2022-06-01,Jawa Timur,Hemaviton C1000,Modern Trade,2874.217
2022-06-01,Jawa Timur,Hemaviton C1000,E-commerce,1947.677
2022-06-01,Jawa Timur,Hemaviton C1000,Hospitals & Institutions,1332.036
2022-06-01,Jawa Timur,Vidoran Smart,General Trade,2861.432
2022-06-01,Jawa Timur,Vidoran Smart,Modern Trade,2512.922
2022-06-01,Jawa Timur,Vidoran Smart,E-commerce,1696.241
2022-06-01,Jawa Timur,Vidoran Smart,Hospitals & Institutions,1141.825
2022-06-01,Jawa Timur,Marina Skin Care,General Trade,2513.151
2022-06-01,Jawa Timur,Marina Skin Care,Modern Trade,2178.497
2022-06-01,Jawa Timur,Marina Skin Care,E-commerce,1515.196
2022-06-01,Jawa Timur,Marina Skin Care,Hospitals & Institutions,1014.499
2022-06-01,Jawa Tengah,Tempra,General Trade,2734.962
2022-06-01,Jawa Tengah,Tempra,Modern Trade,2486.409
2022-06-01,Jawa Tengah,Tempra,E-commerce,1653.149
2022-06-01,Jawa Tengah,Tempra,Hospitals & Institutions,1147.113
2022-06-01,Jawa Tengah,Bodrex Flu & Batuk,General Trade,3138.709
2022-06-01,Jawa Tengah,Bodrex Flu & Batuk,Modern Trade,2775.773
2022-06-01,Jawa Tengah,Bodrex Flu & Batuk,E-commerce,1949.768
2022-06-01,Jawa Tengah,Bodrex Flu & Batuk,Hospitals & Institutions,1304.137
2022-06-01,Jawa Tengah,Hemaviton C1000,General Trade,2405.192
2022-06-01,Jawa Tengah,Hemaviton C1000,Modern Trade,2150.195
2022-06-01,Jawa Tengah,Hemaviton C1000,E-commerce,1479.613
2022-06-01,Jawa Tengah,Hemaviton C1000,Hospitals & Institutions,986.221
2022-06-01,Jawa Tengah,Vidoran Smart,General Trade,2093.398
2022-06-01,Jawa Tengah,Vidoran Smart,Modern Trade,1794.83
2022-06-01,Jawa Tengah,Vidoran Smart,E-commerce,1231.709
2022-06-01,Jawa Tengah,Vidoran Smart,Hospitals & Institutions,853.593
2022-06-01,Jawa Tengah,Marina Skin Care,General Trade,1912.043
2022-06-01,Jawa Tengah,Marina Skin Care,Modern Trade,1614.636
2022-06-01,Jawa Tengah,Marina Skin Care,E-commerce,1080.221
2022-06-01,Jawa Tengah,Marina Skin Care,Hospitals & Institutions,771.925
2022-06-01,Sumatera,Tempra,General Trade,2334.645
2022-06-01,Sumatera,Tempra,Modern Trade,1996.596
2022-06-01,Sumatera,Tempra,E-commerce,1374.131
2022-06-01,Sumatera,Tempra,Hospitals & Institutions,959.319
2022-06-01,Sumatera,Bodrex Flu & Batuk,General Trade,2722.788
2022-06-01,Sumatera,Bodrex Flu & Batuk,Modern Trade,2358.849
2022-06-01,Sumatera,Bodrex Flu & Batuk,E-commerce,1610.367
2022-06-01,Sumatera,Bodrex Flu & Batuk,Hospitals & Institutions,1061.822
2022-06-01,Sumatera,Hemaviton C1000,General Trade,2048.465
2022-06-01,Sumatera,Hemaviton C1000,Modern Trade,1796.297
2022-06-01,Sumatera,Hemaviton C1000,E-commerce,1201.572
2022-06-01,Sumatera,Hemaviton C1000,Hospitals & Institutions,802.344
2022-06-01,Sumatera,Vidoran Smart,General Trade,1712.242
2022-06-01,Sumatera,Vidoran Smart,Modern Trade,1495.622
2022-06-01,Sumatera,Vidoran Smart,E-commerce,1039.682
2022-06-01,Sumatera,Vidoran Smart,Hospitals & Institutions,721.284
2022-06-01,Sumatera,Marina Skin Care,General Trade,1583.397
2022-06-01,Sumatera,Marina Skin Care,Modern Trade,1386.953
2022-06-01,Sumatera,Marina Skin Care,E-commerce,923.309
2022-06-01,Sumatera,Marina Skin Care,Hospitals & Institutions,636.325
2022-06-01,Kalimantan,Tempra,General Trade,1816.097
2022-06-01,Kalimantan,Tempra,Modern Trade,1552.107
2022-06-01,Kalimantan,Tempra,E-commerce,1048.932
2022-06-01,Kalimantan,Tempra,Hospitals & Institutions,718.848
2022-06-01,Kalimantan,Bodrex Flu & Batuk,General Trade,2050.087
2022-06-01,Kalimantan,Bodrex Flu & Batuk,Modern Trade,1828.919
2022-06-01,Kalimantan,Bodrex Flu & Batuk,E-commerce,1251.917
2022-06-01,Kalimantan,Bodrex Flu & Batuk,Hospitals & Institutions,817.161
2022-06-01,Kalimantan,Hemaviton C1000,General Trade,1624.687
2022-06-01,Kalimantan,Hemaviton C1000,Modern Trade,1341.581
2022-06-01,Kalimantan,Hemaviton C1000,E-commerce,938.516
2022-06-01,Kalimantan,Hemaviton C1000,Hospitals & Institutions,640.596
2022-06-01,Kalimantan,Vidoran Smart,General Trade,1309.526
2022-06-01,Kalimantan,Vidoran Smart,Modern Trade,1198.307
2022-06-01,Kalimantan,Vidoran Smart,E-commerce,808.878
2022-06-01,Kalimantan,Vidoran Smart,Hospitals & Institutions,540.886
2022-06-01,Kalimantan,Marina Skin Care,General Trade,1172.349
2022-06-01,Kalimantan,Marina Skin Care,Modern Trade,1031.421
2022-06-01,Kalimantan,Marina Skin Care,E-commerce,717.584
2022-06-01,Kalimantan,Marina Skin Care,Hospitals & Institutions,481.888
2022-06-01,Sulawesi,Tempra,General Trade,1497.208
2022-06-01,Sulawesi,Tempra,Modern Trade,1315.251
2022-06-01,Sulawesi,Tempra,E-commerce,908.778
2022-06-01,Sulawesi,Tempra,Hospitals & Institutions,598.578
2022-06-01,Sulawesi,Bodrex Flu & Batuk,General Trade,1754.947
2022-06-01,Sulawesi,Bodrex Flu & Batuk,Modern Trade,1499.656
2022-06-01,Sulawesi,Bodrex Flu & Batuk,E-commerce,1022.369
2022-06-01,Sulawesi,Bodrex Flu & Batuk,Hospitals & Institutions,676.379
2022-06-01,Sulawesi,Hemaviton C1000,General Trade,1314.849
2022-06-01,Sulawesi,Hemaviton C1000,Modern Trade,1138.27
2022-06-01,Sulawesi,Hemaviton C1000,E-commerce,761.646
2022-06-01,Sulawesi,Hemaviton C1000,Hospitals & Institutions,538.639
2022-06-01,Sulawesi,Vidoran Smart,General Trade,1118.822
2022-06-01,Sulawesi,Vidoran Smart,Modern Trade,975.106
2022-06-01,Sulawesi,Vidoran Smart,E-commerce,670.136
2022-06-01,Sulawesi,Vidoran Smart,Hospitals & Institutions,439.79
2022-06-01,Sulawesi,Marina Skin Care,General Trade,1003.458
2022-06-01,Sulawesi,Marina Skin Care,Modern Trade,861.089
2022-06-01,Sulawesi,Marina Skin Care,E-commerce,587.07
2022-06-01,Sulawesi,Marina Skin Care,Hospitals & Institutions,405.216
2022-07-01,Jawa Barat,Tempra,General Trade,6446.849
2022-07-01,Jawa Barat,Tempra,Modern Trade,5667.473
2022-07-01,Jawa Barat,Tempra,E-commerce,3979.272
2022-07-01,Jawa Barat,Tempra,Hospitals & Institutions,2585.82
2022-07-01,Jawa Barat,Bodrex Flu & Batuk,General Trade,7647.322
2022-07-01,Jawa Barat,Bodrex Flu & Batuk,Modern Trade,6412.158
2022-07-01,Jawa Barat,Bodrex Flu & Batuk,E-commerce,4493.414
2022-07-01,Jawa Barat,Bodrex Flu & Batuk,Hospitals & Institutions,3089.986
2022-07-01,Jawa Barat,Hemaviton C1000,General Trade,5886.194
2022-07-01,Jawa Barat,Hemaviton C1000,Modern Trade,4938.529
2022-07-01,Jawa Barat,Hemaviton C1000,E-commerce,3381.2
2022-07-01,Jawa Barat,Hemaviton C1000,Hospitals & Institutions,2347.833
2022-07-01,Jawa Barat,Vidoran Smart,General Trade,4963.607
2022-07-01,Jawa Barat,Vidoran Smart,Modern Trade,4262.758
2022-07-01,Jawa Barat,Vidoran Smart,E-commerce,2966.246
2022-07-01,Jawa Barat,Vidoran Smart,Hospitals & Institutions,1974.972
2022-07-01,Jawa Barat,Marina Skin Care,General Trade,4478.063
2022-07-01,Jawa Barat,Marina Skin Care,Modern Trade,3847.496
2022-07-01,Jawa Barat,Marina Skin Care,E-commerce,2646.572
2022-07-01,Jawa Barat,Marina Skin Care,Hospitals & Institutions,1754.418
2022-07-01,Jawa Timur,Tempra,General Trade,3774.699
2022-07-01,Jawa Timur,Tempra,Modern Trade,3453.291
2022-07-01,Jawa Timur,Tempra,E-commerce,2274.967
2022-07-01,Jawa Timur,Tempra,Hospitals & Institutions,1558.465
2022-07-01,Jawa Timur,Bodrex Flu & Batuk,General Trade,4462.788
2022-07-01,Jawa Timur,Bodrex Flu & Batuk,Modern Trade,3955.98
2022-07-01,Jawa Timur,Bodrex Flu & Batuk,E-commerce,2573.406
